Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,Parkright 39 E 29th Street - Tesla Destination,29 East 29th St,,New York,NY,10016,,212-247-7303  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.744551,-73.984535,11/03/2020,115079,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,TOPS Friendly Markets,"504 1/2, S Franklin St",,Watkins Glen,NY,14891,,607-535-4064,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,42.369679,-76.867458,09/14/2022,226518,2022-09-14 15:49:44,P,,,08/25/2022,J1772
ELEC,VIC AND CAMPUS LOT 13 1.1,7787 NY-30,,Paul Smiths,NY,12970,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.434170,-74.247350,11/10/2022,154725,2022-11-10 01:01:57,,,,03/26/2020,J1772
ELEC,Shops at Main / Transit - Tesla Supercharger,4455  Transit Road,,Buffalo,NY,14221,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,42.968675,-78.695680,10/11/2021,102328,2021-11-04 18:37:47,P,,,06/01/2015,TESLA
ELEC,SUNY BUFFALO JACOBS 7,50 Augspurger Rd,,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.998864,-78.787049,11/10/2022,182265,2022-11-10 01:06:51,,,,01/27/2021,J1772
ELEC,CITY HALL 12534 CITY HALL 1,542 Warren St,,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.249100,-73.784690,11/10/2022,174709,2022-11-10 00:59:38,,,,01/27/2021,J1772
ELEC,Lake View Inn,2257 US Hwy 9,,Lake George,NY,12845,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.417030,-73.713430,07/12/2022,223099,2022-07-12 20:31:42,P,,,10/28/2021,J1772
ELEC,Fairfield Inn & Suites by Marriott Elmira Corning - Tesla Destination,1600 County Rd 64,,Horseheads,NY,14845,,607-739-9200  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.158820,-76.856120,11/03/2020,114953,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,ADAMS STATION 708 CATLYN CT,708 Catlyn Ct,,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.606503,-73.848000,11/10/2022,165392,2022-11-10 01:03:47,,,,08/22/2020,J1772
ELEC,Russell Sage College,96 1st St,,Troy,NY,12180,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.726730,-73.693140,07/12/2022,223118,2022-07-12 20:31:42,P,,,12/09/2021,J1772
ELEC,Lia Nissan,2233 Central Ave,,Schenectady,NY,12304,,518-579-2000,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,42.764517,-73.885220,06/09/2020,44192,2021-03-11 23:22:17,P,,,11/30/2011,J1772
ELEC,Mohawk Honda Collision Center Inside,25 Saratoga Rd,,Schenectady,NY,12302,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,8,,,LIVINGSTON,https://www.solution.energy,GPS,42.851440,-73.942790,07/12/2022,223235,2022-07-12 20:31:42,P,,,12/29/2021,J1772
ELEC,Albany Parking Authority - Riverfront Garage,"2 Columbia St,",,Albany,NY,12207,,866-816-7584,E,,Public,,,,5,,,EV Connect,http://evconnect.com/,GPS,42.650590,-73.749073,11/10/2022,185449,2022-11-10 02:00:58,,,,05/02/2019,J1772
ELEC,"Country Inn & Suites by Radisson, Rochester Airport - Tesla Destination",797 E Henrietta Rd,,Rochester,NY,14623,,585-427-0131  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.104420,-77.616685,11/03/2020,115225,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,ULSTER COUNTY SUNY EXTENSION,124 Marys Ave,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.923523,-73.998415,11/10/2022,212140,2022-11-10 01:14:29,,,,03/22/2022,J1772
ELEC,TOWN OF MORIAH MORIAHEV2,3252 Broad St,,Port Henry,NY,12974,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.048520,-73.461120,11/10/2022,214301,2022-11-10 01:13:46,,,,04/20/2022,J1772
ELEC,Beekman Parking,420 E 51st St,Located between 1st Ave & FDR. Attendant will assist in charging vehicle.  Parking rates apply. Inquire within,New York,NY,10022,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.754787,-73.965044,10/05/2022,187815,2022-10-05 22:57:20,,,,04/20/2021,J1772
ELEC,Town Hall,351 Reynolds Rd,,Moreau,NY,12828,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.252946,-73.655700,11/10/2022,230811,2022-11-10 02:00:51,,,,09/30/2022,J1772
ELEC,FC1225 UNION ST CT4K 2,109 S Union St,,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.151003,-77.599772,11/10/2022,221435,2022-11-10 01:15:15,,,,06/17/2022,J1772
ELEC,Rockaway Beach Hotel,108-10 Rockaway Beach Dr,Located in parking lots off of Beach 108th St,Rockaway Park,NY,11694,,888-737-7465,E,,Public - Credit card at all times,24 hours daily,CREDIT,,2,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,200-8,40.581660,-73.829761,11/10/2022,235400,2022-11-10 16:40:31,P,,,07/01/2022,J1772
ELEC,Palisades Shopping Center - Tesla Supercharger,1000 Palisades Center Drive,,West Nyack,NY,10994,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,20,,Tesla,https://www.tesla.com/supercharger,200-9,41.094668,-73.955364,10/11/2021,149365,2021-11-04 18:37:47,P,,,09/30/2019,TESLA
ELEC,Amtrak - Niagara Falls,825 Depot Ave W,,Niagara Falls,NY,14305,,716-285-0242,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,43.110202,-79.055430,03/07/2022,147094,2022-03-07 19:49:53,P,,,10/01/2019,J1772
ELEC,Wellington Gardens,24 W. Campbell Rd,,Schenectady,NY,12306,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,10,,,LIVINGSTON,https://www.solution.energy,GPS,42.802020,-73.986110,07/12/2022,223228,2022-07-12 20:31:42,P,,,05/11/2022,J1772
ELEC,RRH RIEDMAN CANP1,100 Kings Hwy S,,Rochester,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.201813,-77.574597,11/10/2022,173967,2022-11-10 00:55:38,,,,01/27/2021,J1772
ELEC,MB OF BUFFALO DC MERC BUFF 1,8185 Main St,,Williamsville,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.964535,-78.688731,11/10/2022,202805,2022-11-10 01:12:57,,,,12/18/2021,CHADEMO J1772COMBO
ELEC,Stop & Shop,1429 Route 300,,Newburgh,NY,12550,,888-264-2208,E,,Public - Credit card at all times,6am-12am daily,A D Debit M V,,2,,,Volta,https://voltacharging.com/,GPS,41.522997,-74.072784,09/14/2022,225846,2022-09-14 15:49:44,P,,,08/05/2022,J1772
ELEC,iPark NYC E 77th Street - Tesla Destination,165 E 77th St,,New York,NY,10014,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.773640,-73.959302,11/03/2020,115028,2021-03-11 23:22:17,P,,,03/01/2016,J1772 TESLA
ELEC,30-10 35th Street,30-10 35th Street,,Queens,NY,11103,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,40.765233,-73.918436,11/10/2022,225576,2022-11-10 01:42:34,,,,08/16/2022,J1772
ELEC,26 South St,26 South St,,Cattaraugus,NY,14719,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.329551,-78.866640,11/10/2022,231043,2022-11-10 02:01:34,,,,09/30/2022,J1772
ELEC,New Tech Energy,800 Ocean Pkwy,,Brooklyn,NY,11230,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,1,,,AMPUP,https://ampup.io/,200-9,40.628872,-73.971992,10/11/2022,230231,2022-10-11 18:56:12,P,,,09/15/2022,J1772
ELEC,Vision Nissan Greece,4000 W Ridge Rd,,Rochester,NY,14626,,585-227-3800,E,,Public - Call ahead,Dealership business hours,,,3,,,Non-Networked,,200-9,43.216099,-77.736190,06/09/2020,49676,2022-07-28 14:03:25,P,,,10/25/2012,J1772
ELEC,The William Vale Hotel - Tesla Destination,111 N 12th St,,Brooklyn,NY,11249,,718-631-8400  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.722362,-73.957208,11/03/2020,114919,2021-03-11 23:22:17,P,,,10/01/2016,TESLA
ELEC,NATIONAL GRID SUNY IT,Campus Loop Rd,,Utica,NY,13502,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.135329,-75.227342,11/10/2022,162236,2022-11-10 00:52:59,,,,06/12/2020,J1772
ELEC,Watkins Glen State Park Parking,971 N Franklin St,,Watkins Glen,NY,14891,,607-535-4511,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,42.375979,-76.870807,09/14/2022,226517,2022-09-14 15:49:44,P,,,08/25/2022,J1772
ELEC,Exit 38 (Liverpool),Unnamed Road,,Bayberry,NY,13088,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.114426,-76.214147,11/10/2022,187173,2022-11-10 02:01:13,,,,03/22/2021,J1772
ELEC,Red Roof Inn,650 Old Front St,,Binghamton,NY,13905,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.124430,-75.909169,11/10/2022,184039,2022-11-10 02:01:08,,,,11/18/2020,J1772
ELEC,BMW S. ALBANY STATION 01,521-641 US-9W,,Glenmont,NY,12077,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.588972,-73.797298,11/10/2022,162451,2022-11-10 00:41:38,,,,06/12/2020,J1772
ELEC,Capital Region Welcome Center,I-87 N,,Hannacroix,NY,12087,,518-436-2831,E,,Public,24 hours,,,,2,,Non-Networked,,GPS,42.428584,-73.802626,03/07/2022,117743,2022-03-07 19:49:53,P,,,01/01/2019,CHADEMO J1772COMBO
ELEC,854ELLICOTT 854 ELLICOTT 4,854 Ellicott St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.901748,-78.867401,11/10/2022,180118,2022-11-10 00:53:05,,,,01/27/2021,J1772
ELEC,St. Josephs Hospital - Tesla Destination,4295 Hempstead Turnpike,,Bethpage,NY,11714,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.725995,-73.478764,11/03/2020,169127,2021-03-11 23:22:17,P,,,11/03/2020,TESLA
ELEC,Sake,611 Troy Schenectady Rd,,Latham,NY,12110,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.754786,-73.771330,07/12/2022,191113,2022-07-12 20:31:42,P,,,10/28/2021,J1772
ELEC,COMFORT- CHARGE STATION 2,4054 ny-9l,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.411800,-73.708410,11/10/2022,182157,2022-11-10 01:06:25,,,,01/27/2021,J1772
ELEC,600 RIVER ROAD 600 RIVER 92107,600 River Rd,,North Tonawanda,NY,14120,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.035553,-78.887120,11/10/2022,174929,2022-11-10 01:00:10,,,,01/27/2021,J1772
ELEC,Quik Park Little West LLC - Tesla Destination,70 Little West St,,New York,NY,10280,,212-349-8316  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.706976,-74.016962,11/03/2020,115179,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,Village of Westfield,27 North Portage St,,Westfield,NY,14787,,866-816-7584,E,,Public,,,,,1,,EV Connect,http://evconnect.com/,GPS,42.322813,-79.578569,11/10/2022,195710,2022-11-10 02:01:11,,,,09/03/2021,CHADEMO J1772COMBO
ELEC,GGMC Parking Carnegie Garage - Tesla Destination,40 E 94th St,,New York,NY,10128,,212-369-9304  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.785524,-73.954960,11/03/2020,115117,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,HWS COLLEGES 288 PULTENEY 1,288 Pulteney St,,Geneva,NY,14456,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.859764,-76.985725,11/10/2022,144137,2022-11-10 00:58:09,,,,08/29/2019,J1772
ELEC,BEAVER LAKE BEAVER LAKE 2,Bog Trail,,Baldwinsville,NY,13027,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.179698,-76.402596,11/10/2022,149646,2022-11-10 00:58:42,,,,11/29/2019,J1772
ELEC,NORTHEAST IS STATION 1,880 Watervliet Shaker Rd,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.738597,-73.820505,11/10/2022,194320,2022-11-10 01:10:41,,,,08/27/2021,J1772
ELEC,EXIT 14 P&R EXIT 14 P&R,"Exit 14 Park & Ride, Rt 59W Bus Shelter",,Nanuet,NY,10954,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.103294,-74.029091,11/10/2022,232955,2022-11-10 01:17:27,,,,10/06/2022,J1772
ELEC,NATIONAL GRID CHILI'S NIAGARA,1536 Military Rd,,Niagara Falls,NY,14304,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.094737,-78.973192,11/10/2022,162207,2022-11-10 00:53:24,,,,06/12/2020,J1772
ELEC,Icon Parking 220 Riverside Blvd - Tesla Destination,220 Riverside Blvd,,New York,NY,10024,,212-501-0016  877-798-3752,E,,Public,24 hours daily; see valet for access,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.779750,-73.987272,11/03/2020,115054,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,SUNY BUFFALO JACOBS 5,50 Augspurger Rd,,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.998863,-78.787191,11/10/2022,182264,2022-11-10 01:06:51,,,,01/27/2021,J1772
ELEC,854ELLICOTT 134 HIGH ST 7,134 High St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.901007,-78.863771,11/10/2022,181847,2022-11-10 01:06:03,,,,01/27/2021,J1772
ELEC,SIENA COLLEGE MORRELL EVSE2,Friars Dr,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.719990,-73.750810,11/10/2022,194627,2022-11-10 01:10:03,,,,08/28/2021,J1772
ELEC,Icon Parking 308 Greenwich - Tesla Destination,308 Greenwich St,,New York,NY,10013,,212-227-6940  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.717568,-74.011042,11/03/2020,115088,2021-03-11 23:22:17,P,,,05/01/2016,J1772 TESLA
ELEC,TOWN OF BABYLON TANNER PARK 1,Tanner Park,,Amityville,NY,11701,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.656891,-73.396250,11/10/2022,162280,2022-11-10 00:51:39,,,,06/12/2020,J1772
ELEC,TOWN GLENVILLE SENIOR CTR EV2,Glenville Senior Center 32 Worden Rd,,Glenville,NY,12302,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.851714,-73.946755,11/10/2022,175627,2022-11-10 01:02:36,,,,01/27/2021,J1772
ELEC,MARKET 32 EV BALLTOWN EV1,442 Balltown Rd,,Schenectady,NY,12304,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.775429,-73.893254,11/10/2022,156639,2022-11-10 01:02:22,,,,05/23/2020,J1772
ELEC,DELLA HONDA SHOP02,702 NY-3,,Plattsburgh,NY,12901,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.695726,-73.515764,11/10/2022,154583,2022-11-10 01:02:05,,,,03/20/2020,J1772
ELEC,Adirondack Health Center,2233 State Rte 86,,Saranac Lake,NY,12983,,866-816-7584,E,,Public,,,,4,,,EV Connect,http://evconnect.com/,GPS,44.345519,-74.143467,11/10/2022,202637,2022-11-10 02:00:51,,,,12/13/2021,J1772
ELEC,TSRC LODGE,5218 Patrick Rd,,Verona,NY,13478,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.115034,-75.587105,11/10/2022,196103,2022-11-10 01:10:49,,,,09/19/2021,J1772
ELEC,Pawling,55 Charles Colman Blvd.,,Pawling,NY,12564,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,41.563513,-73.601015,11/10/2022,123119,2022-11-10 02:00:34,,,,04/01/2019,J1772
ELEC,Collar City Auto Haus,647 2nd Ave,,Troy,NY,12182,,518-801-1111,E,,Public - Call ahead,24 hours daily,A D Debit M V,,1,,,Non-Networked,,GPS,42.777810,-73.676100,10/11/2022,229083,2022-10-11 18:56:12,P,,,09/17/2022,J1772
ELEC,Chris' Coffee,348 Old Niskayuna Rd,,Latham,NY,12110,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,2,,,AMPUP,https://ampup.io/,200-9,42.745366,-73.795604,10/11/2022,229904,2022-10-11 18:56:12,P,,,09/15/2022,J1772
ELEC,MARRIOTTSS STATION 1,11 Excelsior Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.089192,-73.777433,11/10/2022,203132,2022-11-10 01:12:53,,,,12/29/2021,J1772
ELEC,RPI 1 OFF CAMPUS S1,1525 15th St,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.726645,-73.678464,11/10/2022,121237,2022-11-10 00:56:04,,,,04/06/2019,J1772
ELEC,CHATHAM EVC CHATHAM,77 Main St,,Chatham,NY,12037,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.363258,-73.594529,11/10/2022,162257,2022-11-10 00:52:49,,,,06/12/2020,J1772
ELEC,WATERVLIET DOME 1,1300 2nd Ave,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.723997,-73.702610,11/10/2022,195969,2022-11-10 01:10:50,,,,09/16/2021,J1772
ELEC,AMCR CASINO 1.2,873 State Route 37,,Akwesasne,NY,13655,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.971275,-74.643180,11/10/2022,167256,2022-11-10 01:05:10,,,,10/03/2020,J1772
ELEC,BMWHV LEVEL TWO,2066-20 South Rd,,Poughkeepsie,NY,12601,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.630523,-73.914551,11/10/2022,220945,2022-11-10 01:14:29,,,,06/08/2022,J1772
ELEC,MB ROCHESTER NY STATION 1,4296 W Henrietta Rd,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.066135,-77.646545,11/10/2022,203086,2022-11-10 01:13:06,,,,12/28/2021,J1772
ELEC,GHMC PARKINGGARAGE3,707 E Main St,,Middletown,NY,10940,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.441870,-74.367001,11/10/2022,202332,2022-11-10 01:12:45,,,,12/10/2021,J1772
ELEC,Roger Smith Hotel - Tesla Destination,501 Lexington Ave,,New York,NY,10017,,212-755-1400  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.754735,-73.973361,11/03/2020,115146,2021-03-11 23:22:17,P,,,11/01/2018,TESLA
ELEC,WOODLAWN GARAGE WOODLAWN,37 Woodlawn Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.084416,-73.786440,11/10/2022,162164,2022-11-10 00:54:00,,,,06/12/2020,J1772
ELEC,NAT GRID WRKPLC SOC LOT2 STN 1,344 W. Genesee St.,,Syracuse,NY,13202,,888-758-4389,E,,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.052736,-76.155003,11/10/2022,216526,2022-11-10 00:57:48,,,,05/04/2022,J1772
ELEC,PARKING GARAGE STATION 2,15 Bank St,,White Plains,NY,10606,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.031107,-73.774648,11/10/2022,162386,2022-11-10 00:46:03,,,,06/12/2020,J1772
ELEC,DOCK STATION 9,1540 Broadway,,New York,NY,10155,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.761082,-73.968188,11/10/2022,223322,2022-11-10 01:14:59,,,,07/12/2022,J1772
ELEC,FAIRFIELD VERON FAIRFIELD 1.2,5280 Willow Pl,,Verona,NY,13478,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.117188,-75.596160,11/10/2022,175106,2022-11-10 01:00:53,,,,01/27/2021,J1772
ELEC,ICE RINK TOWN HALL,4 High St,,Saugerties,NY,12477,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.081234,-73.958496,11/10/2022,166689,2022-11-10 01:03:37,,,,09/09/2020,J1772
ELEC,NYC FLEET DCASCSTHSE_2_L3,6626 Metropolitan Ave,,Middle Village,NY,11379,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.711266,-73.892180,11/10/2022,196566,2022-11-10 01:05:14,,,,10/01/2021,CHADEMO J1772COMBO
ELEC,AECSOLAR STATION 5 AEC,210 Washington Ave extension,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.703407,-73.857140,11/10/2022,192639,2022-11-10 01:09:49,,,,07/08/2021,J1772
ELEC,GAULT BMW STATION 01,2311 North St,,Endicott,NY,13760,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.107059,-76.035088,11/10/2022,162435,2022-11-10 00:42:12,,,,06/12/2020,J1772
ELEC,MTP Parking 41-42 24th Street - Tesla Destination,41-42 24th St,,Long Island City,NY,11101,,347-410-4910  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.751815,-73.941166,11/03/2020,122488,2021-03-11 23:22:17,P,,,03/01/2019,TESLA
ELEC,Icon Parking 810 Seventh Ave - Tesla Destination,207  W 52nd St,,New York,NY,10019,,212-247-4372  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.762891,-73.983151,11/03/2020,115049,2021-03-11 23:22:17,P,,,08/15/2016,J1772 TESLA
ELEC,Charlie Johns Store,2960 NY-30,,Speculator,NY,12164,,877-798-3752,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,43.502363,-74.364163,10/11/2022,229094,2022-10-11 18:56:12,P,,,09/17/2022,TESLA
ELEC,FOODBANK LATHAM PARKING THREE,959 Albany Shaker Rd Regional Food Bank - Lat,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.764626,-73.814450,11/10/2022,180890,2022-11-10 01:03:37,,,,01/27/2021,J1772
ELEC,SAMARITAN TROY FLR 1 EV 1,2215 Burdett Ave,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.734470,-73.673100,11/10/2022,185305,2022-11-10 01:06:31,,,,02/23/2021,J1772
ELEC,GARDEN CHARGERS JOVIA #5,1000 Corporate Dr,,Westbury,NY,11590,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.740231,-73.601034,11/10/2022,145671,2022-11-10 00:58:37,,,,10/01/2019,J1772
ELEC,Standard Parking 2 Metrotech - Tesla Destination,8 Metrotech Ctr S,,Brooklyn,NY,11201,,800-836-6666  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.692919,-73.987193,11/03/2020,114914,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
